destination_id,ten_diem_den,metric_name,metric_score,confidence_score,confidence_label,confidence_reason,source_list,last_updated,proxy_validation_error
sam_son,Sam Son,Điểm điều phối khách,35.0,76.5,Khá,Nguồn: mixed_proxy_near_real_time; rủi ro thời tiết cao; hạ tầng proxy yếu,OpenStreetMap; Open-Meteo; OTA snapshot; destination graph,2026-05-20T12:12:36+07:00,
hoi_an,Hoi An,Điểm áp lực điểm đến,52.25,76.5,Khá,Nguồn: mixed_proxy_near_real_time; áp lực ở mức theo dõi từ dữ liệu hiện có,OpenStreetMap; Open-Meteo; OTA snapshot; destination graph,2026-05-20T12:12:36+07:00,
hoi_an,Hoi An,Điểm rủi ro thời tiết,41.96,76.5,Khá,Nguồn: mixed_proxy_near_real_time; áp lực ở mức theo dõi từ dữ liệu hiện có,OpenStreetMap; Open-Meteo; OTA snapshot; destination graph,2026-05-20T12:12:36+07:00,
hoi_an,Hoi An,Điểm sẵn sàng hạ tầng,81.82,76.5,Khá,Nguồn: mixed_proxy_near_real_time; áp lực ở mức theo dõi từ dữ liệu hiện có,OpenStreetMap; Open-Meteo; OTA snapshot; destination graph,2026-05-20T12:12:36+07:00,
hoi_an,Hoi An,Điểm cơ hội kinh tế,78.48,76.5,Khá,Nguồn: mixed_proxy_near_real_time; áp lực ở mức theo dõi từ dữ liệu hiện có,OpenStreetMap; Open-Meteo; OTA snapshot; destination graph,2026-05-20T12:12:36+07:00,
hoi_an,Hoi An,Điểm điều phối khách,72.97,76.5,Khá,Nguồn: mixed_proxy_near_real_time; áp lực ở mức theo dõi từ dữ liệu hiện có,OpenStreetMap; Open-Meteo; OTA snapshot; destination graph,2026-05-20T12:12:36+07:00,
hue,Hue,Điểm áp lực điểm đến,51.4,76.5,Khá,Nguồn: mixed_proxy_near_real_time; áp lực ở mức theo dõi từ dữ liệu hiện có,OpenStreetMap; Open-Meteo; OTA snapshot; destination graph,2026-05-20T12:12:36+07:00,
hue,Hue,Điểm rủi ro thời tiết,61.22,76.5,Khá,Nguồn: mixed_proxy_near_real_time; áp lực ở mức theo dõi từ dữ liệu hiện có,OpenStreetMap; Open-Meteo; OTA snapshot; destination graph,2026-05-20T12:12:36+07:00,
hue,Hue,Điểm sẵn sàng hạ tầng,68.51,76.5,Khá,Nguồn: mixed_proxy_near_real_time; áp lực ở mức theo dõi từ dữ liệu hiện có,OpenStreetMap; Open-Meteo; OTA snapshot; destination graph,2026-05-20T12:12:36+07:00,
hue,Hue,Điểm cơ hội kinh tế,64.4,76.5,Khá,Nguồn: mixed_proxy_near_real_time; áp lực ở mức theo dõi từ dữ liệu hiện có,OpenStreetMap; Open-Meteo; OTA snapshot; destination graph,2026-05-20T12:12:36+07:00,
hue,Hue,Điểm điều phối khách,35.0,76.5,Khá,Nguồn: mixed_proxy_near_real_time; áp lực ở mức theo dõi từ dữ liệu hiện có,OpenStreetMap; Open-Meteo; OTA snapshot; destination graph,2026-05-20T12:12:36+07:00,
vung_tau,Vung Tau,Điểm áp lực điểm đến,40.95,76.5,Khá,Nguồn: mixed_proxy_near_real_time; áp lực ở mức theo dõi từ dữ liệu hiện có,OpenStreetMap; Open-Meteo; OTA snapshot; destination graph,2026-05-20T12:12:36+07:00,
vung_tau,Vung Tau,Điểm rủi ro thời tiết,48.82,76.5,Khá,Nguồn: mixed_proxy_near_real_time; áp lực ở mức theo dõi từ dữ liệu hiện có,OpenStreetMap; Open-Meteo; OTA snapshot; destination graph,2026-05-20T12:12:36+07:00,
vung_tau,Vung Tau,Điểm sẵn sàng hạ tầng,70.7,76.5,Khá,Nguồn: mixed_proxy_near_real_time; áp lực ở mức theo dõi từ dữ liệu hiện có,OpenStreetMap; Open-Meteo; OTA snapshot; destination graph,2026-05-20T12:12:36+07:00,
vung_tau,Vung Tau,Điểm cơ hội kinh tế,68.62,76.5,Khá,Nguồn: mixed_proxy_near_real_time; áp lực ở mức theo dõi từ dữ liệu hiện có,OpenStreetMap; Open-Meteo; OTA snapshot; destination graph,2026-05-20T12:12:36+07:00,
vung_tau,Vung Tau,Điểm điều phối khách,35.0,76.5,Khá,Nguồn: mixed_proxy_near_real_time; áp lực ở mức theo dõi từ dữ liệu hiện có,OpenStreetMap; Open-Meteo; OTA snapshot; destination graph,2026-05-20T12:12:36+07:00,
cua_lo,Cua Lo,Điểm áp lực điểm đến,36.2,76.5,Khá,Nguồn: mixed_proxy_near_real_time; hạ tầng proxy yếu,OpenStreetMap; Open-Meteo; OTA snapshot; destination graph,2026-05-20T12:12:36+07:00,
cua_lo,Cua Lo,Điểm rủi ro thời tiết,40.58,76.5,Khá,Nguồn: mixed_proxy_near_real_time; hạ tầng proxy yếu,OpenStreetMap; Open-Meteo; OTA snapshot; destination graph,2026-05-20T12:12:36+07:00,
cua_lo,Cua Lo,Điểm sẵn sàng hạ tầng,37.2,76.5,Khá,Nguồn: mixed_proxy_near_real_time; hạ tầng proxy yếu,OpenStreetMap; Open-Meteo; OTA snapshot; destination graph,2026-05-20T12:12:36+07:00,
cua_lo,Cua Lo,Điểm cơ hội kinh tế,28.9,76.5,Khá,Nguồn: mixed_proxy_near_real_time; hạ tầng proxy yếu,OpenStreetMap; Open-Meteo; OTA snapshot; destination graph,2026-05-20T12:12:36+07:00,
cua_lo,Cua Lo,Điểm điều phối khách,35.0,76.5,Khá,Nguồn: mixed_proxy_near_real_time; hạ tầng proxy yếu,OpenStreetMap; Open-Meteo; OTA snapshot; destination graph,2026-05-20T12:12:36+07:00,
ninh_binh,Ninh Binh,Điểm áp lực điểm đến,48.38,61.5,Trung bình,Nguồn: mixed_proxy_thieu_du_lieu; rủi ro thời tiết cao; hạ tầng proxy yếu; thiếu POI/nguồn kiểm định,OpenStreetMap; Open-Meteo; OTA snapshot; destination graph,2026-05-20T12:12:36+07:00,
ninh_binh,Ninh Binh,Điểm rủi ro thời tiết,85.38,61.5,Trung bình,Nguồn: mixed_proxy_thieu_du_lieu; rủi ro thời tiết cao; hạ tầng proxy yếu; thiếu POI/nguồn kiểm định,OpenStreetMap; Open-Meteo; OTA snapshot; destination graph,2026-05-20T12:12:36+07:00,
ninh_binh,Ninh Binh,Điểm sẵn sàng hạ tầng,23.27,61.5,Trung bình,Nguồn: mixed_proxy_thieu_du_lieu; rủi ro thời tiết cao; hạ tầng proxy yếu; thiếu POI/nguồn kiểm định,OpenStreetMap; Open-Meteo; OTA snapshot; destination graph,2026-05-20T12:12:36+07:00,
ninh_binh,Ninh Binh,Điểm cơ hội kinh tế,19.82,61.5,Trung bình,Nguồn: mixed_proxy_thieu_du_lieu; rủi ro thời tiết cao; hạ tầng proxy yếu; thiếu POI/nguồn kiểm định,OpenStreetMap; Open-Meteo; OTA snapshot; destination graph,2026-05-20T12:12:36+07:00,
ninh_binh,Ninh Binh,Điểm điều phối khách,35.0,61.5,Trung bình,Nguồn: mixed_proxy_thieu_du_lieu; rủi ro thời tiết cao; hạ tầng proxy yếu; thiếu POI/nguồn kiểm định,OpenStreetMap; Open-Meteo; OTA snapshot; destination graph,2026-05-20T12:12:36+07:00,
ly_son,Ly Son,Điểm áp lực điểm đến,47.76,61.5,Trung bình,Nguồn: mixed_proxy_thieu_du_lieu; rủi ro thời tiết cao; hạ tầng proxy yếu; thiếu POI/nguồn kiểm định,OpenStreetMap; Open-Meteo; OTA snapshot; destination graph,2026-05-20T12:12:36+07:00,
ly_son,Ly Son,Điểm rủi ro thời tiết,83.6,61.5,Trung bình,Nguồn: mixed_proxy_thieu_du_lieu; rủi ro thời tiết cao; hạ tầng proxy yếu; thiếu POI/nguồn kiểm định,OpenStreetMap; Open-Meteo; OTA snapshot; destination graph,2026-05-20T12:12:36+07:00,
ly_son,Ly Son,Điểm sẵn sàng hạ tầng,22.7,61.5,Trung bình,Nguồn: mixed_proxy_thieu_du_lieu; rủi ro thời tiết cao; hạ tầng proxy yếu; thiếu POI/nguồn kiểm định,OpenStreetMap; Open-Meteo; OTA snapshot; destination graph,2026-05-20T12:12:36+07:00,
ly_son,Ly Son,Điểm cơ hội kinh tế,18.39,61.5,Trung bình,Nguồn: mixed_proxy_thieu_du_lieu; rủi ro thời tiết cao; hạ tầng proxy yếu; thiếu POI/nguồn kiểm định,OpenStreetMap; Open-Meteo; OTA snapshot; destination graph,2026-05-20T12:12:36+07:00,
ly_son,Ly Son,Điểm điều phối khách,35.0,61.5,Trung bình,Nguồn: mixed_proxy_thieu_du_lieu; rủi ro thời tiết cao; hạ tầng proxy yếu; thiếu POI/nguồn kiểm định,OpenStreetMap; Open-Meteo; OTA snapshot; destination graph,2026-05-20T12:12:36+07:00,
ha_noi,Ha Noi,Điểm áp lực điểm đến,45.65,61.5,Trung bình,Nguồn: mixed_proxy_thieu_du_lieu; rủi ro thời tiết cao; hạ tầng proxy yếu; thiếu POI/nguồn kiểm định,OpenStreetMap; Open-Meteo; OTA snapshot; destination graph,2026-05-20T12:12:36+07:00,
ha_noi,Ha Noi,Điểm rủi ro thời tiết,77.56,61.5,Trung bình,Nguồn: mixed_proxy_thieu_du_lieu; rủi ro thời tiết cao; hạ tầng proxy yếu; thiếu POI/nguồn kiểm định,OpenStreetMap; Open-Meteo; OTA snapshot; destination graph,2026-05-20T12:12:36+07:00,
ha_noi,Ha Noi,Điểm sẵn sàng hạ tầng,33.92,61.5,Trung bình,Nguồn: mixed_proxy_thieu_du_lieu; rủi ro thời tiết cao; hạ tầng proxy yếu; thiếu POI/nguồn kiểm định,OpenStreetMap; Open-Meteo; OTA snapshot; destination graph,2026-05-20T12:12:36+07:00,
ha_noi,Ha Noi,Điểm cơ hội kinh tế,24.09,61.5,Trung bình,Nguồn: mixed_proxy_thieu_du_lieu; rủi ro thời tiết cao; hạ tầng proxy yếu; thiếu POI/nguồn kiểm định,OpenStreetMap; Open-Meteo; OTA snapshot; destination graph,2026-05-20T12:12:36+07:00,
ha_noi,Ha Noi,Điểm điều phối khách,50.89,61.5,Trung bình,Nguồn: mixed_proxy_thieu_du_lieu; rủi ro thời tiết cao; hạ tầng proxy yếu; thiếu POI/nguồn kiểm định,OpenStreetMap; Open-Meteo; OTA snapshot; destination graph,2026-05-20T12:12:36+07:00,
ha_giang,Ha Giang,Điểm áp lực điểm đến,43.62,61.5,Trung bình,Nguồn: mixed_proxy_thieu_du_lieu; rủi ro thời tiết cao; hạ tầng proxy yếu; thiếu POI/nguồn kiểm định,OpenStreetMap; Open-Meteo; OTA snapshot; destination graph,2026-05-20T12:12:36+07:00,
ha_giang,Ha Giang,Điểm rủi ro thời tiết,71.78,61.5,Trung bình,Nguồn: mixed_proxy_thieu_du_lieu; rủi ro thời tiết cao; hạ tầng proxy yếu; thiếu POI/nguồn kiểm định,OpenStreetMap; Open-Meteo; OTA snapshot; destination graph,2026-05-20T12:12:36+07:00,
ha_giang,Ha Giang,Điểm sẵn sàng hạ tầng,25.66,61.5,Trung bình,Nguồn: mixed_proxy_thieu_du_lieu; rủi ro thời tiết cao; hạ tầng proxy yếu; thiếu POI/nguồn kiểm định,OpenStreetMap; Open-Meteo; OTA snapshot; destination graph,2026-05-20T12:12:36+07:00,
ha_giang,Ha Giang,Điểm cơ hội kinh tế,20.26,61.5,Trung bình,Nguồn: mixed_proxy_thieu_du_lieu; rủi ro thời tiết cao; hạ tầng proxy yếu; thiếu POI/nguồn kiểm định,OpenStreetMap; Open-Meteo; OTA snapshot; destination graph,2026-05-20T12:12:36+07:00,
ha_giang,Ha Giang,Điểm điều phối khách,35.0,61.5,Trung bình,Nguồn: mixed_proxy_thieu_du_lieu; rủi ro thời tiết cao; hạ tầng proxy yếu; thiếu POI/nguồn kiểm định,OpenStreetMap; Open-Meteo; OTA snapshot; destination graph,2026-05-20T12:12:36+07:00,
phu_quoc,Phu Quoc,Điểm áp lực điểm đến,37.76,61.5,Trung bình,Nguồn: mixed_proxy_thieu_du_lieu; thiếu POI/nguồn kiểm định,OpenStreetMap; Open-Meteo; OTA snapshot; destination graph,2026-05-20T12:12:36+07:00,
phu_quoc,Phu Quoc,Điểm rủi ro thời tiết,57.28,61.5,Trung bình,Nguồn: mixed_proxy_thieu_du_lieu; thiếu POI/nguồn kiểm định,OpenStreetMap; Open-Meteo; OTA snapshot; destination graph,2026-05-20T12:12:36+07:00,
phu_quoc,Phu Quoc,Điểm sẵn sàng hạ tầng,48.71,61.5,Trung bình,Nguồn: mixed_proxy_thieu_du_lieu; thiếu POI/nguồn kiểm định,OpenStreetMap; Open-Meteo; OTA snapshot; destination graph,2026-05-20T12:12:36+07:00,
phu_quoc,Phu Quoc,Điểm cơ hội kinh tế,45.72,61.5,Trung bình,Nguồn: mixed_proxy_thieu_du_lieu; thiếu POI/nguồn kiểm định,OpenStreetMap; Open-Meteo; OTA snapshot; destination graph,2026-05-20T12:12:36+07:00,
phu_quoc,Phu Quoc,Điểm điều phối khách,41.8,61.5,Trung bình,Nguồn: mixed_proxy_thieu_du_lieu; thiếu POI/nguồn kiểm định,OpenStreetMap; Open-Meteo; OTA snapshot; destination graph,2026-05-20T12:12:36+07:00,
moc_chau,Moc Chau,Điểm áp lực điểm đến,34.61,61.5,Trung bình,Nguồn: mixed_proxy_thieu_du_lieu; hạ tầng proxy yếu; thiếu POI/nguồn kiểm định,OpenStreetMap; Open-Meteo; OTA snapshot; destination graph,2026-05-20T12:12:36+07:00,
moc_chau,Moc Chau,Điểm rủi ro thời tiết,46.02,61.5,Trung bình,Nguồn: mixed_proxy_thieu_du_lieu; hạ tầng proxy yếu; thiếu POI/nguồn kiểm định,OpenStreetMap; Open-Meteo; OTA snapshot; destination graph,2026-05-20T12:12:36+07:00,
moc_chau,Moc Chau,Điểm sẵn sàng hạ tầng,32.1,61.5,Trung bình,Nguồn: mixed_proxy_thieu_du_lieu; hạ tầng proxy yếu; thiếu POI/nguồn kiểm định,OpenStreetMap; Open-Meteo; OTA snapshot; destination graph,2026-05-20T12:12:36+07:00,
moc_chau,Moc Chau,Điểm cơ hội kinh tế,24.31,61.5,Trung bình,Nguồn: mixed_proxy_thieu_du_lieu; hạ tầng proxy yếu; thiếu POI/nguồn kiểm định,OpenStreetMap; Open-Meteo; OTA snapshot; destination graph,2026-05-20T12:12:36+07:00,
moc_chau,Moc Chau,Điểm điều phối khách,35.0,61.5,Trung bình,Nguồn: mixed_proxy_thieu_du_lieu; hạ tầng proxy yếu; thiếu POI/nguồn kiểm định,OpenStreetMap; Open-Meteo; OTA snapshot; destination graph,2026-05-20T12:12:36+07:00,
ben_tre,Ben Tre,Điểm áp lực điểm đến,33.56,61.5,Trung bình,Nguồn: mixed_proxy_thieu_du_lieu; hạ tầng proxy yếu; thiếu POI/nguồn kiểm định,OpenStreetMap; Open-Meteo; OTA snapshot; destination graph,2026-05-20T12:12:36+07:00,
ben_tre,Ben Tre,Điểm rủi ro thời tiết,43.02,61.5,Trung bình,Nguồn: mixed_proxy_thieu_du_lieu; hạ tầng proxy yếu; thiếu POI/nguồn kiểm định,OpenStreetMap; Open-Meteo; OTA snapshot; destination graph,2026-05-20T12:12:36+07:00,
ben_tre,Ben Tre,Điểm sẵn sàng hạ tầng,32.84,61.5,Trung bình,Nguồn: mixed_proxy_thieu_du_lieu; hạ tầng proxy yếu; thiếu POI/nguồn kiểm định,OpenStreetMap; Open-Meteo; OTA snapshot; destination graph,2026-05-20T12:12:36+07:00,
ben_tre,Ben Tre,Điểm cơ hội kinh tế,24.78,61.5,Trung bình,Nguồn: mixed_proxy_thieu_du_lieu; hạ tầng proxy yếu; thiếu POI/nguồn kiểm định,OpenStreetMap; Open-Meteo; OTA snapshot; destination graph,2026-05-20T12:12:36+07:00,
ben_tre,Ben Tre,Điểm điều phối khách,35.0,61.5,Trung bình,Nguồn: mixed_proxy_thieu_du_lieu; hạ tầng proxy yếu; thiếu POI/nguồn kiểm định,OpenStreetMap; Open-Meteo; OTA snapshot; destination graph,2026-05-20T12:12:36+07:00,
an_giang,An Giang,Điểm áp lực điểm đến,32.63,61.5,Trung bình,Nguồn: mixed_proxy_thieu_du_lieu; hạ tầng proxy yếu; thiếu POI/nguồn kiểm định,OpenStreetMap; Open-Meteo; OTA snapshot; destination graph,2026-05-20T12:12:36+07:00,
an_giang,An Giang,Điểm rủi ro thời tiết,40.38,61.5,Trung bình,Nguồn: mixed_proxy_thieu_du_lieu; hạ tầng proxy yếu; thiếu POI/nguồn kiểm định,OpenStreetMap; Open-Meteo; OTA snapshot; destination graph,2026-05-20T12:12:36+07:00,
an_giang,An Giang,Điểm sẵn sàng hạ tầng,33.51,61.5,Trung bình,Nguồn: mixed_proxy_thieu_du_lieu; hạ tầng proxy yếu; thiếu POI/nguồn kiểm định,OpenStreetMap; Open-Meteo; OTA snapshot; destination graph,2026-05-20T12:12:36+07:00,
an_giang,An Giang,Điểm cơ hội kinh tế,25.2,61.5,Trung bình,Nguồn: mixed_proxy_thieu_du_lieu; hạ tầng proxy yếu; thiếu POI/nguồn kiểm định,OpenStreetMap; Open-Meteo; OTA snapshot; destination graph,2026-05-20T12:12:36+07:00,
an_giang,An Giang,Điểm điều phối khách,35.0,61.5,Trung bình,Nguồn: mixed_proxy_thieu_du_lieu; hạ tầng proxy yếu; thiếu POI/nguồn kiểm định,OpenStreetMap; Open-Meteo; OTA snapshot; destination graph,2026-05-20T12:12:36+07:00,
can_tho,Can Tho,Điểm áp lực điểm đến,32.07,61.5,Trung bình,Nguồn: mixed_proxy_thieu_du_lieu; hạ tầng proxy yếu; thiếu POI/nguồn kiểm định,OpenStreetMap; Open-Meteo; OTA snapshot; destination graph,2026-05-20T12:12:36+07:00,
can_tho,Can Tho,Điểm rủi ro thời tiết,38.76,61.5,Trung bình,Nguồn: mixed_proxy_thieu_du_lieu; hạ tầng proxy yếu; thiếu POI/nguồn kiểm định,OpenStreetMap; Open-Meteo; OTA snapshot; destination graph,2026-05-20T12:12:36+07:00,
can_tho,Can Tho,Điểm sẵn sàng hạ tầng,34.92,61.5,Trung bình,Nguồn: mixed_proxy_thieu_du_lieu; hạ tầng proxy yếu; thiếu POI/nguồn kiểm định,OpenStreetMap; Open-Meteo; OTA snapshot; destination graph,2026-05-20T12:12:36+07:00,
can_tho,Can Tho,Điểm cơ hội kinh tế,27.16,61.5,Trung bình,Nguồn: mixed_proxy_thieu_du_lieu; hạ tầng proxy yếu; thiếu POI/nguồn kiểm định,OpenStreetMap; Open-Meteo; OTA snapshot; destination graph,2026-05-20T12:12:36+07:00,
can_tho,Can Tho,Điểm điều phối khách,35.0,61.5,Trung bình,Nguồn: mixed_proxy_thieu_du_lieu; hạ tầng proxy yếu; thiếu POI/nguồn kiểm định,OpenStreetMap; Open-Meteo; OTA snapshot; destination graph,2026-05-20T12:12:36+07:00,
nha_trang,Nha Trang,Điểm áp lực điểm đến,28.72,61.5,Trung bình,Nguồn: mixed_proxy_thieu_du_lieu; thiếu POI/nguồn kiểm định,OpenStreetMap; Open-Meteo; OTA snapshot; destination graph,2026-05-20T12:12:36+07:00,
nha_trang,Nha Trang,Điểm rủi ro thời tiết,43.08,61.5,Trung bình,Nguồn: mixed_proxy_thieu_du_lieu; thiếu POI/nguồn kiểm định,OpenStreetMap; Open-Meteo; OTA snapshot; destination graph,2026-05-20T12:12:36+07:00,
nha_trang,Nha Trang,Điểm sẵn sàng hạ tầng,50.78,61.5,Trung bình,Nguồn: mixed_proxy_thieu_du_lieu; thiếu POI/nguồn kiểm định,OpenStreetMap; Open-Meteo; OTA snapshot; destination graph,2026-05-20T12:12:36+07:00,
nha_trang,Nha Trang,Điểm cơ hội kinh tế,46.63,61.5,Trung bình,Nguồn: mixed_proxy_thieu_du_lieu; thiếu POI/nguồn kiểm định,OpenStreetMap; Open-Meteo; OTA snapshot; destination graph,2026-05-20T12:12:36+07:00,
nha_trang,Nha Trang,Điểm điều phối khách,35.0,61.5,Trung bình,Nguồn: mixed_proxy_thieu_du_lieu; thiếu POI/nguồn kiểm định,OpenStreetMap; Open-Meteo; OTA snapshot; destination graph,2026-05-20T12:12:36+07:00,
